0	-0.00511589	
1	-0.0591724	
2	-0.0808784	
3	-0.0529158	
4	-0.0240517	
5	0.0269931	
6	0.0282746	
7	0.0379887	
8	0.0273505	
9	-0.00779379	
10	-0.0201405	
11	-0.0258766	
12	0.00699413	
13	-0.0238147	
14	-0.0188377	
15	-0.0063717	
16	-0.0214691	
17	-0.0204018	
18	-0.0197139	
19	-0.0109215	
