0	-0.0292515	0.396566	0.00983718	
1	-0.0496392	0.781964	0.0111488	
2	-0.0690688	0.912273	0.00339213	
3	-0.0738076	0.97052	0.00819765	
4	-0.0772868	0.990379	0.00924921	
5	-0.0770147	0.995474	0.00904568	
6	-0.0784394	0.997062	0.00790932	
7	-0.0778738	0.997393	0.00966757	
8	-0.0778738	0.998649	0.00966757	
9	-0.0791625	0.999644	0.00770579	
10	-0.0791625	0.999644	0.00770579	
11	-0.0784394	0.998317	0.00790932	
12	-0.0787329	0.999312	0.00739484	
13	-0.0787329	0.999312	0.00739484	
14	-0.0781673	0.999644	0.00770579	
15	-0.0773082	0.998981	0.00997852	
16	-0.0792985	0.998981	0.00853121	
17	-0.0791625	0.999644	0.00770579	
18	-0.0791625	0.999644	0.00770579	
19	-0.0787329	0.999312	0.00739484	
