0	0.0139807	0.0126589	0.408171	
1	0.0157305	0.0112425	0.786874	
2	0.0285412	-0.00155021	0.928542	
3	0.0369185	0.00750284	0.971587	
4	0.031721	0.00733704	0.98546	
5	0.0328308	0.00906716	0.9926	
6	0.0353868	0.00814306	0.997253	
7	0.036382	0.00814309	0.9987	
8	0.0359524	0.00721894	0.999011	
9	0.0375132	0.00755071	0.999322	
10	0.036518	0.00629489	0.999322	
11	0.0353868	0.00563132	0.9987	
12	0.0359524	0.00847487	0.999011	
13	0.0373771	0.00939895	0.9987	
14	0.0373772	0.00814312	0.9987	
15	0.0373772	0.00688721	0.9987	
16	0.0370837	0.00662666	0.999633	
17	0.0375132	0.0062949	0.999322	
18	0.0369476	0.00721894	0.999011	
19	0.0370836	0.00662667	0.999633	
