0	0.399714	-0.0183439	0.0510063	
1	0.780104	-0.0624462	0.0473994	
2	0.929132	-0.0894907	0.0534543	
3	0.972693	-0.0967197	0.0536465	
4	0.993207	-0.0997769	0.0524989	
5	0.998612	-0.100109	0.0536352	
6	1.00004	-0.0991844	0.0533243	
7	1.00004	-0.0991844	0.0533243	
8	1.00004	-0.0991844	0.0533243	
9	1.00004	-0.0991844	0.0533243	
10	1.00004	-0.0991844	0.0533243	
11	1.00004	-0.0991844	0.0533243	
12	1.00004	-0.0991844	0.0533243	
13	1.00004	-0.0991844	0.0533243	
14	1.00004	-0.0991844	0.0533243	
15	1.00004	-0.0991844	0.0533243	
16	1.00004	-0.0991844	0.0533243	
17	1.00004	-0.0991844	0.0533243	
18	1.00004	-0.0991844	0.0533243	
19	1.00004	-0.0991844	0.0533243	
