0	0.00848778	
1	-0.0381049	
2	-0.0328916	
3	-0.014027	
4	-0.0172041	
5	0.00983855	
6	-0.00158462	
7	-0.0146439	
8	-0.0016091	
9	-0.0433418	
10	-0.0304747	
11	0.0270878	
12	0.0117812	
13	-0.0104718	
14	-0.053627	
15	0.0202901	
16	-0.0195961	
17	0.00862931	
18	0.0140082	
19	0.00981487	
