0	-0.00425386	-0.0175686	-0.055	-0.00525049	-0.0366318	0.056704	-0.0108884	-0.0474906	-0.00550218	-0.0501264	
1	-0.251726	0.110973	-0.37	-0.289529	-0.0772783	0.338217	-0.103377	-0.0425251	-0.0790316	-0.184754	
2	-0.26719	0.0942137	-0.515	-0.314382	-0.0512847	0.382477	-0.107857	-0.0700516	-0.0537215	-0.21968	
3	-0.280853	0.104047	-0.56	-0.289829	-0.0590126	0.380168	-0.0944158	-0.0995134	-0.029612	-0.194905	
4	-0.306025	0.108572	-0.585	-0.284779	-0.0536934	0.354777	-0.0792222	-0.105294	-0.0645259	-0.189879	
5	-0.251726	0.100862	-0.66	-0.259526	-0.0772783	0.318145	-0.0132663	-0.154567	-0.0190077	-0.184754	
6	-0.195626	0.0590764	-0.785	-0.19487	-0.0944399	0.214873	0.0605989	-0.134476	0.0153061	-0.0999275	
7	-0.0703632	0.0242171	-0.91	-0.0999101	-0.0596147	0.109795	0.0854543	-0.11851	-0.00980399	-0.034951	
8	-0.0254729	-0.011704	-0.975	-0.0548554	-0.0442593	0.0442593	0.0806234	-0.0937332	-0.0247101	-0.00992534	
9	-0.0151637	-0.0106423	-0.995	-0.0449544	-0.0247892	0.0348254	0.0602485	-0.0923581	-0.0349141	2.48914e-05	
10	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
11	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
12	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
13	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
14	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
15	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
16	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
17	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
18	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
19	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
20	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
21	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
22	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
23	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
24	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
25	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
26	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
27	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
28	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
29	-0.010009	-0.0151672	-1	-0.0400039	-0.0301083	0.0301084	0.0650794	-0.0967634	-0.0300121	-0.00500023	
