0	0.010009	-0.0353901	0.03	0.020002	0.120434	4.96506e-08	0.0350428	0.0356497	0.05002	0.0350007	-0.0350708	-0.0150304	-0.0802006	0.050005	0.0050061	0.0850022	-0.110011	-0.0750469	0.125028	-2.18058e-07	
1	0.0345811	-0.1836	0.165	0.0951593	0.176535	-0.0661382	-0.00948666	0.130351	0.205382	0.0500761	-0.060798	-0.0293845	-0.164662	0.174867	-0.0695605	0.209931	-0.335183	-0.299812	0.189818	-0.0263694	
2	0.0812733	-0.263708	0.2	0.169617	0.20835	-0.0879167	-0.076494	0.0818925	0.269308	-0.035201	-0.103409	-0.0869758	-0.132331	0.210421	-0.106531	0.265207	-0.309631	-0.41626	0.185642	0.0032207	
3	0.0918828	-0.322253	0.21	0.159415	0.257326	-0.116821	-0.127256	0.0540856	0.34894	-0.0553016	-0.0924871	-0.0878776	-0.103258	0.180618	-0.147281	0.265307	-0.269427	-0.466791	0.175939	0.0249598	
4	0.0870285	-0.347001	0.195	0.144364	0.302187	-0.111502	-0.172487	0.059866	0.343838	-0.0603267	-0.107292	-0.123174	-0.0984963	0.195669	-0.162474	0.280332	-0.264376	-0.441901	0.131004	0.0404589	
5	0.0970374	-0.347001	0.185	0.154365	0.332296	-0.131574	-0.172487	0.0496803	0.323829	-0.0603267	-0.117312	-0.113154	-0.0884712	0.195669	-0.162474	0.300333	-0.274378	-0.421888	0.141007	0.0404589	
6	0.101291	-0.374933	0.18	0.169617	0.328783	-0.107989	-0.186629	0.0411499	0.309324	-0.075202	-0.113429	-0.127057	-0.102256	0.170417	-0.156592	0.295208	-0.269627	-0.436272	0.125628	0.0434782	
7	0.121009	-0.396218	0.18	0.179718	0.359494	-0.0985549	-0.176266	0.0295892	0.29952	-0.0651518	-0.11388	-0.146646	-0.0917294	0.160316	-0.136217	0.285157	-0.259726	-0.426016	0.125478	0.0225443	
8	0.141628	-0.373871	0.19	0.19952	0.368325	-0.0873145	-0.186979	0.0323393	0.289115	-0.075252	-0.102958	-0.147548	-0.0827068	0.150515	-0.116893	0.305258	-0.259526	-0.426516	0.115776	0.0241547	
9	0.146482	-0.369347	0.205	0.20457	0.373645	-0.0825975	-0.19181	0.026559	0.27421	-0.0602267	-0.108194	-0.162353	-0.0674186	0.135463	-0.111712	0.300233	-0.264577	-0.431394	0.1107	0.0287843	
10	0.152237	-0.361637	0.23	0.239324	0.347049	-0.0961463	-0.167656	0.0147182	0.268707	-0.0553516	-0.102056	-0.158471	-0.0636592	0.110711	-0.117594	0.295358	-0.289329	-0.437023	0.116076	0.0157006	
11	0.161946	-0.352587	0.23	0.239424	0.337615	-0.0967484	-0.157293	0.0133432	0.278911	-0.0553016	-0.122548	-0.15802	-0.0631579	0.110611	-0.107232	0.315308	-0.269427	-0.436773	0.115926	0.004831	
12	0.167101	-0.347001	0.235	0.234374	0.332296	-0.0914292	-0.152462	0.00893789	0.283813	-0.0503265	-0.117312	-0.153235	-0.058396	0.10566	-0.102401	0.320333	-0.274378	-0.441901	0.121002	0.000201368	
13	0.167101	-0.347001	0.235	0.234374	0.332296	-0.0914292	-0.152462	0.00893789	0.283813	-0.0503265	-0.117312	-0.153235	-0.058396	0.10566	-0.102401	0.320333	-0.274378	-0.441901	0.121002	0.000201368	
14	0.161946	-0.332365	0.24	0.239424	0.337615	-0.0867123	-0.167305	0.0235288	0.268907	-0.0353011	-0.122548	-0.15802	-0.0631579	0.10061	-0.0972194	0.325308	-0.269427	-0.456785	0.115926	0.0148954	
15	0.151937	-0.342476	0.24	0.239424	0.347651	-0.0867123	-0.177317	0.0337144	0.258903	-0.0353011	-0.122548	-0.16804	-0.073183	0.110611	-0.107232	0.315308	-0.269427	-0.446779	0.105924	0.0148954	
16	0.151937	-0.342476	0.24	0.239424	0.347651	-0.0867123	-0.177317	0.0337144	0.258903	-0.0353011	-0.122548	-0.16804	-0.073183	0.110611	-0.107232	0.315308	-0.269427	-0.446779	0.105924	0.0148954	
17	0.156191	-0.329963	0.235	0.224673	0.364211	-0.0932358	-0.191459	0.0455551	0.254402	-0.0401762	-0.138706	-0.171923	-0.0669173	0.0953593	-0.0813249	0.310183	-0.244675	-0.461163	0.130554	0.0279792	
18	0.1668	-0.337951	0.255	0.214472	0.373042	-0.0819953	-0.202172	0.0584909	0.233994	-0.0402762	-0.147824	-0.162804	-0.0578947	0.0855584	-0.092038	0.310283	-0.254476	-0.441651	0.11085	0.0295894	
19	0.1662	-0.329963	0.245	0.214672	0.374247	-0.0831997	-0.191459	0.0455551	0.244398	-0.0501764	-0.148726	-0.161903	-0.0568922	0.0853584	-0.0813249	0.310183	-0.244675	-0.461163	0.120552	0.0380435	
20	0.171354	-0.344599	0.24	0.219622	0.368928	-0.0979527	-0.186629	0.0513355	0.239296	-0.0352011	-0.153511	-0.157118	-0.0521303	0.0904088	-0.0865062	0.325208	-0.239624	-0.446278	0.125628	0.0334139	
21	0.1665	-0.339013	0.245	0.224573	0.363608	-0.10267	-0.19181	0.0469302	0.234194	-0.0302259	-0.158295	-0.152333	-0.0473684	0.0854583	-0.0816753	0.330234	-0.244575	-0.4414	0.120702	0.0388487	
22	0.156491	-0.328901	0.245	0.224573	0.363608	-0.0926336	-0.19181	0.0571158	0.244198	-0.0502264	-0.138255	-0.162353	-0.0573935	0.0854583	-0.0816753	0.330234	-0.234574	-0.461413	0.1107	0.0388487	
23	0.156191	-0.329963	0.245	0.224673	0.364211	-0.0831997	-0.201471	0.0557408	0.244398	-0.0501764	-0.138706	-0.171923	-0.0568922	0.0853583	-0.0813249	0.320183	-0.234674	-0.461163	0.120552	0.0380435	
24	0.156191	-0.329963	0.245	0.224673	0.364211	-0.0831997	-0.201471	0.0557408	0.244398	-0.0501764	-0.138706	-0.171923	-0.0568922	0.0853583	-0.0813249	0.320183	-0.234674	-0.461163	0.120552	0.0380435	
25	0.156191	-0.329963	0.245	0.224673	0.364211	-0.0831997	-0.201471	0.0557408	0.244398	-0.0501764	-0.138706	-0.171923	-0.0568922	0.0853583	-0.0813249	0.320183	-0.234674	-0.461163	0.120552	0.0380435	
26	0.131018	-0.325438	0.23	0.219722	0.389602	-0.0584104	-0.226326	0.0805175	0.229492	-0.0551516	-0.133921	-0.196749	-0.0616541	0.10031	-0.0961681	0.305158	-0.219722	-0.466041	0.105474	0.0225444	
27	0.131018	-0.325438	0.23	0.219722	0.389602	-0.0584104	-0.226326	0.0805175	0.229492	-0.0551516	-0.133921	-0.196749	-0.0616541	0.10031	-0.0961681	0.305158	-0.219722	-0.466041	0.105474	0.0225444	
28	0.121309	-0.314265	0.23	0.229623	0.399036	-0.0477721	-0.236689	0.0920782	0.219288	-0.0552015	-0.14349	-0.197199	-0.0721805	0.0904088	-0.0965185	0.295208	-0.209621	-0.476297	0.0956216	0.0132851	
29	0.131919	-0.291919	0.24	0.219422	0.397832	-0.0566039	-0.247402	0.0948284	0.218888	-0.0653018	-0.142588	-0.208122	-0.073183	0.0706069	-0.0972193	0.285307	-0.209421	-0.486804	0.0959216	-0.00523346	
