0	0.325443	-0.0149515	0.054888	-0.00992723	-0.0605808	-0.0655362	-0.0448699	0.0300256	-0.07513	0.0351816	0.0300817	-0.0153552	0.000275872	-0.0353383	-0.0150514	0.0348323	0.0499762	-0.0248119	-0.0152882	0.00983696	0.0298152	0.0348255	0.00510205	0.0248399	-0.000582759	0.00988114	0.0249525	-0.0505385	0.000225451	-0.0599767	-0.110194	-0.0201376	-0.044918	0.0150516	0.0254747	0.0349534	-0.0199757	0.145	
1	0.59934	0.019602	0.0416668	0.0744168	-0.0727071	-0.178242	0.0373831	-0.0252007	-0.0992396	0.0288259	0.0344078	-0.00762738	-0.0172521	-0.0681704	-0.039604	0.0237928	0.115203	0.0280702	0.112281	0.136567	-0.0328995	0.0425532	-0.0408164	0.0116187	0.00972864	0.01601	0.0904086	-0.112877	0.143491	-0.115203	-0.114071	-0.024015	-0.130852	0.159616	0.0574816	0.0204021	0.144804	0.17	
2	0.73371	0.0543554	0.0076122	0.0890451	-0.0560117	-0.181754	0.0506984	-0.0103253	-0.0437175	0.0731159	0.00902707	-0.01114	0.0365356	-0.102005	0.0556554	0.0613471	0.0703267	0.0318296	0.0784461	0.192512	-0.0164748	0.00893223	-0.0163066	0.0576924	0.0886476	0.0216385	0.125662	-0.106224	0.167414	-0.0303258	-0.0884301	-0.08843	-0.12635	0.144364	0.0205506	-0.0243524	0.239681	0.195	
3	0.810129	0.029803	-0.00921474	0.114726	-0.0740125	-0.239663	0.0890363	0.0249005	0.010404	0.0894807	0.0447101	-0.0188679	-0.0261791	-0.079198	0.0502049	0.0824681	0.0751018	-0.0110275	0.0110275	0.195941	-0.0340029	-0.00883173	-0.0304123	0.0909453	0.0884701	0.00550342	0.0702067	-0.144309	0.194494	-0.0551015	-0.0645403	-0.124578	-0.10044	0.149814	0.0186915	0.000200076	0.254907	0.16	
4	0.865329	0.0248525	-0.0144231	0.129804	-0.0793602	-0.214874	0.0642648	0.0499261	0.0653261	0.0846263	0.0497862	-0.0141509	-0.0409488	-0.0944863	0.0451544	0.0870552	0.0500762	-0.0759399	0.0258145	0.180747	-0.0192332	-0.0442594	-0.0353142	0.105769	0.0726863	0.0103815	0.0651563	-0.0894028	0.159649	-0.0500764	-0.0396498	-0.0996871	-0.0653261	0.174867	0.0140186	0.0151516	0.229931	0.165	
5	0.855019	0.0147515	-0.0140224	0.149659	-0.0586227	-0.224308	0.0937092	0.0698766	0.0555222	0.084326	0.0696407	-0.0235849	-0.0715915	-0.093985	0.0352534	0.118207	0.0401259	-0.0764412	0.0263157	0.201122	-0.0387422	-0.0737658	-0.0355143	0.10617	0.0434495	0.0206379	0.0452544	-0.08875	0.179238	-0.0301258	-0.0494058	-0.119449	-0.0255104	0.174767	0.00326596	0.0152516	0.229881	0.165	
6	0.885047	0.0147515	-0.0140224	0.139656	-0.0686651	-0.214271	0.103758	0.0598763	0.0755303	0.0943351	0.0796429	-0.033621	-0.0715915	-0.10401	0.0352534	0.108126	0.0301257	-0.0664161	0.0062656	0.171084	-0.0186815	-0.0838019	-0.0555223	0.10617	0.0333155	0.0506567	0.0552554	-0.0686651	0.159198	-0.0501264	-0.0494058	-0.119449	-0.0255103	0.144764	0.0133152	0.0252525	0.20988	0.135	
7	0.889901	0.019702	-0.0188301	0.13458	-0.0834023	-0.208952	0.108431	0.0648515	0.0706283	0.0791714	0.0645645	-0.0283019	-0.0668522	-0.108772	0.0303029	0.0934571	0.0251506	-0.0516291	-0.00852137	0.166253	-0.0234209	-0.0885188	-0.0706283	0.101362	0.0389652	0.0557849	0.0503049	-0.0633175	0.153962	-0.035151	-0.0642901	-0.134334	-0.0306123	0.149714	0.0280373	0.030303	0.194855	0.12	
8	0.895056	0.0147515	-0.0140224	0.139656	-0.0787075	-0.204235	0.103758	0.0698766	0.0755303	0.0843261	0.0696407	-0.033621	-0.0715915	-0.10401	0.0352534	0.0980441	0.0301257	-0.056391	-0.00375946	0.161072	-0.0186815	-0.0838019	-0.0655263	0.10617	0.0434496	0.0506567	0.0452544	-0.0686651	0.149177	-0.0401261	-0.0594121	-0.129456	-0.0255103	0.144764	0.0233644	0.0252525	0.19988	0.125	
9	0.910219	0.0198021	-0.0192307	0.13473	-0.084055	-0.189482	0.0990855	0.0749017	0.0804322	0.0694627	0.0847191	-0.028904	-0.0663005	-0.0992483	0.030203	0.0925497	0.0151003	-0.071178	-0.00902259	0.145878	-0.0239725	-0.089121	-0.0704282	0.100961	0.0377998	0.0555347	0.030203	-0.0539278	0.154413	-0.0251007	-0.054534	-0.124578	-0.0204082	0.149814	0.0287408	0.0202021	0.184905	0.11	
10	0.919928	0.029703	-0.01883	0.13458	-0.0934446	-0.178844	0.0983821	0.0748517	0.0806323	0.0691624	0.0745668	-0.0283018	-0.0668522	-0.108772	0.030303	0.0833754	0.0151503	-0.0817044	-0.00852135	0.136216	-0.0234209	-0.0784827	-0.0606243	0.091346	0.0288313	0.0657912	0.030303	-0.0432326	0.153962	-0.0151505	-0.0642901	-0.114321	-0.0106042	0.149714	0.0280373	0.0203021	0.174854	0.1	
11	0.929937	0.029703	-0.00881407	0.144583	-0.0834022	-0.168808	0.0983821	0.084852	0.0706282	0.0691624	0.0645645	-0.0182657	-0.0668522	-0.108772	0.020302	0.0934571	0.0251506	-0.0817044	-0.0185464	0.126204	-0.0334512	-0.0684465	-0.0506203	0.091346	0.0186973	0.0657912	0.030303	-0.0331902	0.153962	-0.0251507	-0.0542839	-0.104315	-0.000600248	0.149714	0.0280373	0.0103011	0.164854	0.09	
12	0.95511	0.0247525	-0.0140224	0.129654	-0.0887498	-0.154055	0.0937092	0.0898772	0.0855343	0.0743171	0.0396339	-0.0135487	-0.0615612	-0.08396	0.0252525	0.0677993	0.0401259	-0.0764412	-0.00375944	0.100998	-0.0287119	-0.0436572	-0.0455182	0.0661058	0.0130476	0.060663	0.0452544	-0.0385378	0.129137	-0.0401261	-0.0594121	-0.0794246	0.00450182	0.164766	0.0334136	-0.0147514	0.149879	0.065	
13	0.959965	0.029703	-0.0088141	0.124578	-0.0934446	-0.148735	0.0983821	0.084852	0.0906363	0.0791714	0.0345578	-0.00822954	-0.0668522	-0.0887219	0.030303	0.0632122	0.0351508	-0.0817044	-0.00852134	0.0961674	-0.0234209	-0.0483742	-0.0406163	0.0612982	0.00856327	0.0557849	0.040304	-0.0331902	0.123901	-0.0451512	-0.0542839	-0.0843026	0.00940378	0.159715	0.0380866	-0.00970088	0.144854	0.06	
14	0.969974	0.039704	-0.0188301	0.114576	-0.0934445	-0.138699	0.0883328	0.0748517	0.0806323	0.0791714	0.0345578	0.00180658	-0.0568218	-0.0786968	0.040304	0.0632122	0.0451511	-0.0917295	-0.0185464	0.0861551	-0.0234209	-0.038338	-0.0406163	0.0713141	0.00856325	0.0457786	0.030303	-0.0432326	0.113881	-0.0551515	-0.0442776	-0.0742964	0.00940374	0.149714	0.0481358	0.000300079	0.144854	0.06	
15	0.969974	0.039704	-0.0188301	0.114576	-0.0934445	-0.138699	0.0883328	0.0748517	0.0806323	0.0791714	0.0345578	0.00180658	-0.0568218	-0.0786968	0.040304	0.0632122	0.0451511	-0.0917295	-0.0185464	0.0861551	-0.0234209	-0.038338	-0.0406163	0.0713141	0.00856325	0.0457786	0.030303	-0.0432326	0.113881	-0.0551515	-0.0442776	-0.0742964	0.00940374	0.149714	0.0481358	0.000300079	0.144854	0.06	
16	0.974828	0.0446545	-0.0236378	0.1095	-0.0981394	-0.13338	0.0829564	0.0698266	0.0857343	0.0740168	0.0294816	0.00712573	-0.0520825	-0.0734336	0.0453545	0.0687067	0.0401759	-0.0969927	-0.0132832	0.0813242	-0.0281602	-0.0330188	-0.0457183	0.0665064	0.00407895	0.0409006	0.0353535	-0.0479275	0.108645	-0.0601766	-0.0391494	-0.0691682	0.0143057	0.144664	0.0427595	-0.00465041	0.139829	0.055	
17	0.974828	0.0446545	-0.0236378	0.1095	-0.0981394	-0.13338	0.0829564	0.0698266	0.0857343	0.0740168	0.0294816	0.00712573	-0.0520825	-0.0734336	0.0453545	0.0687067	0.0401759	-0.0969927	-0.0132832	0.0813242	-0.0281602	-0.0330188	-0.0457183	0.0665064	0.00407895	0.0409006	0.0353535	-0.0479275	0.108645	-0.0601766	-0.0391494	-0.0691682	0.0143057	0.144664	0.0427595	-0.00465041	0.139829	0.055	
18	0.974828	0.0446545	-0.0236378	0.1095	-0.0981394	-0.13338	0.0829564	0.0698266	0.0857343	0.0740168	0.0294816	0.00712573	-0.0520825	-0.0734336	0.0453545	0.0687067	0.0401759	-0.0969927	-0.0132832	0.0813242	-0.0281602	-0.0330188	-0.0457183	0.0665064	0.00407895	0.0409006	0.0353535	-0.0479275	0.108645	-0.0601766	-0.0391494	-0.0691682	0.0143057	0.144664	0.0427595	-0.00465041	0.139829	0.055	
19	0.974828	0.0446544	-0.0236378	0.0994975	-0.0981393	-0.13338	0.0729072	0.0698266	0.0857344	0.0740167	0.0294816	0.00712573	-0.0420521	-0.0734336	0.0553555	0.0687067	0.0501762	-0.0969926	-0.0233083	0.0813242	-0.0181299	-0.0330188	-0.0457183	0.0765223	-0.00605507	0.0409006	0.0453544	-0.0479274	0.108645	-0.0501764	-0.0291432	-0.0591619	0.0243096	0.144664	0.0327102	0.00535057	0.129828	0.045	
20	0.979682	0.039604	-0.0284455	0.104424	-0.0927918	-0.138097	0.0775801	0.0648014	0.0808324	0.0788711	0.0344077	0.00240875	-0.0473432	-0.0681705	0.050405	0.0641195	0.0452011	-0.102256	-0.0180451	0.0764933	-0.0228692	-0.0377358	-0.0408164	0.0717147	-0.000405355	0.0360225	0.040404	-0.0425799	0.10341	-0.0552015	-0.0340213	-0.06404	0.0192076	0.139613	0.0373831	0.000400093	0.134803	0.05	
21	0.979682	0.039604	-0.0284455	0.104424	-0.0927918	-0.138097	0.0775801	0.0648014	0.0808324	0.0788711	0.0344077	0.00240875	-0.0473432	-0.0681705	0.050405	0.0641195	0.0452011	-0.102256	-0.0180451	0.0764933	-0.0228692	-0.0377358	-0.0408164	0.0717147	-0.000405355	0.0360225	0.040404	-0.0425799	0.10341	-0.0552015	-0.0340213	-0.06404	0.0192076	0.139613	0.0373831	0.000400093	0.134803	0.05	
22	0.979682	0.039604	-0.0284455	0.104424	-0.0927918	-0.138097	0.0775801	0.0648014	0.0808324	0.0788711	0.0344077	0.00240875	-0.0473432	-0.0681705	0.050405	0.0641195	0.0452011	-0.102256	-0.0180451	0.0764933	-0.0228692	-0.0377358	-0.0408164	0.0717147	-0.000405355	0.0360225	0.040404	-0.0425799	0.10341	-0.0552015	-0.0340213	-0.06404	0.0192076	0.139613	0.0373831	0.000400093	0.134803	0.05	
23	0.979682	0.039604	-0.0284455	0.104424	-0.0927918	-0.138097	0.0775801	0.0648014	0.0808324	0.0788711	0.0344077	0.00240875	-0.0473432	-0.0681705	0.050405	0.0641195	0.0452011	-0.102256	-0.0180451	0.0764933	-0.0228692	-0.0377358	-0.0408164	0.0717147	-0.000405355	0.0360225	0.040404	-0.0425799	0.10341	-0.0552015	-0.0340213	-0.06404	0.0192076	0.139613	0.0373831	0.000400093	0.134803	0.05	
24	0.979682	0.039604	-0.0284455	0.104424	-0.0927918	-0.138097	0.0775801	0.0648014	0.0808324	0.0788711	0.0344077	0.00240875	-0.0473432	-0.0681705	0.050405	0.0641195	0.0452011	-0.102256	-0.0180451	0.0764933	-0.0228692	-0.0377358	-0.0408164	0.0717147	-0.000405355	0.0360225	0.040404	-0.0425799	0.10341	-0.0552015	-0.0340213	-0.06404	0.0192076	0.139613	0.0373831	0.000400093	0.134803	0.05	
