0	0.39549	-0.0774436	0.00112568	-0.0415523	0.0206796	0.0215378	0.113032	-0.081611	-0.0859341	0.0132212	0.00843525	0.0351121	-0.0216015	-0.0629072	0.0759302	0.0119083	-0.0202256	0.0175782	0.0184476	-0.0110394	-0.0356682	0.00959599	-0.0621506	-0.051157	0.0284595	-0.0868021	-0.035	0.017764	0.0341135	-0.0506864	-0.0125129	0.0497761	-0.0545557	0.00819007	-0.0642895	-0.0476691	-0.023237	0.0282885	0.0416259	0.0267756	0.128582	-0.03209	0.106971	0.0254526	-0.0345871	0.0330647	-0.0654567	-0.0225432	0.005	0.00410165	
1	0.535204	-0.206266	-0.00963101	-0.210508	-0.0997975	0.0239533	0.204762	-0.225476	-0.235394	-0.045673	-0.0605995	0.0723731	-0.000525654	-0.064411	-0.0247101	-0.0663754	-0.0500764	-0.101131	0.0695601	0.0870551	0.05215	0.0570707	-0.0407574	-0.0804252	0.0495354	-0.0692251	-0.085	0.0460659	0.0247098	-0.0202296	-0.0610095	-0.0600767	-0.0548557	-0.0743139	-0.0415754	-0.0593544	0.0356572	-0.0341172	0.140697	-0.111754	0.129633	-0.0808384	0.185897	0.0251526	0.0187441	0.0210639	-0.0551556	-0.0911006	0.055	-0.105342	
2	0.575408	-0.197243	-0.0391495	-0.3047	-0.0794928	0.072665	0.203759	-0.314396	-0.215787	-0.0264422	-0.0913371	0.0744963	-0.0312634	-0.0734335	-0.00430183	-0.0476838	-0.0101753	-0.0922039	0.0788715	0.179605	0.104831	0.0994949	-0.0917605	-0.140963	0.0688592	-0.0372944	-0.105	0.0573063	0.0343136	-0.0105273	-0.0621129	-0.150178	-0.0446546	-0.0628578	-0.0936517	-0.0682814	0.0264424	-0.0729072	0.161422	-0.193715	0.0688592	-0.0917603	0.166667	0.0153516	0.037009	0.0223694	-0.0753577	-0.0520825	0.075	-0.145758	
3	0.555306	-0.216792	-0.0694183	-0.354237	-0.0296316	0.0634058	0.234336	-0.365711	-0.215586	-0.0260416	-0.0609498	0.0835461	0.00913618	-0.12406	0.00550206	-0.0369312	-0.000125055	-0.0916522	0.0692096	0.229107	0.154326	0.0984847	-0.10133	-0.110694	0.0892341	0.0525044	-0.095	0.0868126	-0.0255102	-0.0103773	-0.0916523	-0.110127	-0.0247525	-0.0635615	-0.173378	-0.0989242	-0.0140223	-0.0635613	0.161072	-0.243243	0.0692097	-0.0612486	0.126202	-0.00475048	0.0480587	0.0819714	-0.0552556	-0.0816219	0.045	-0.105542	
4	0.515302	-0.226817	-0.0594121	-0.374581	-0.0496361	0.0533412	0.214285	-0.395957	-0.185574	-0.0160256	-0.0709621	0.103769	-0.0309129	-0.10401	-0.00450192	-0.00678326	0.0198754	-0.111713	0.0591974	0.24927	0.154326	0.0883838	-0.10133	-0.100688	0.119271	0.0625771	-0.105	0.0767764	-0.0355143	-0.000375084	-0.111713	-0.120128	-0.00475048	-0.0836597	-0.183451	-0.0788635	0.0160258	-0.0635613	0.171084	-0.273413	0.0591974	-0.0512284	0.0961539	0.00525057	0.00769445	0.051844	-0.0752576	-0.121743	0.025	-0.12555	
5	0.480349	-0.222055	-0.0642901	-0.400671	-0.04456	0.0479064	0.198997	-0.430789	-0.170668	-0.0212339	-0.0861558	0.0790213	-0.026082	-0.108772	-0.00940389	-0.0121596	0.0348508	-0.106974	0.0740405	0.244683	0.170024	0.0636364	-0.0765047	-0.115822	0.144126	0.0881872	-0.12	0.0921317	-0.0106043	-0.00545122	-0.0969433	-0.115153	0.000300026	-0.0581852	-0.178842	-0.0936332	0.0112181	-0.0883325	0.176266	-0.268762	0.054016	-0.0264033	0.121394	0.000300073	0.00216961	0.0672341	-0.0703071	-0.137065	0.02	-0.120648	
6	0.470348	-0.23208	-0.0642902	-0.3905	-0.04456	0.0479064	0.188972	-0.440871	-0.160664	-0.0212339	-0.0961681	0.0790213	-0.0160697	-0.118797	-0.00940389	-0.00211036	0.044851	-0.117004	0.0740405	0.254764	0.170024	0.0636364	-0.0865249	-0.125828	0.154138	0.0881872	-0.12	0.102168	-0.000600303	-0.00545122	-0.0969433	-0.125153	-0.00970096	-0.0682343	-0.188915	-0.0936332	0.0212341	-0.0782833	0.176266	-0.258705	0.0440038	-0.016383	0.111378	0.000300071	-0.00792149	0.0772765	-0.0703071	-0.147095	0.02	-0.110644	
7	0.450446	-0.252632	-0.0540338	-0.38165	-0.04441	0.0672301	0.188471	-0.439963	-0.15086	-0.0516825	-0.106531	0.0598601	0.0136167	-0.118296	-0.0192078	0.00723544	0.0748018	-0.127586	0.103727	0.265754	0.171086	0.0545455	-0.0869758	-0.146091	0.173813	0.0890434	-0.12	0.0826977	0.00920365	-0.035608	-0.117556	-0.125203	0.000400053	-0.0574816	-0.179698	-0.103112	0.0216348	-0.0775799	0.196641	-0.22929	-0.00640813	0.0232471	0.111779	0.000400032	-0.00888016	0.108057	-0.0504051	-0.147647	0.01	-0.0808324	
8	0.450346	-0.25213	-0.0542839	-0.380328	-0.04456	0.0680353	0.188972	-0.430789	-0.160664	-0.0412659	-0.116193	0.0689098	0.0139671	-0.108772	-0.029412	0.00793887	0.0648516	-0.137065	0.114089	0.264846	0.180136	0.0535354	-0.0865249	-0.135835	0.164151	0.0881872	-0.13	0.0820956	-0.000600314	-0.0354579	-0.117004	-0.135153	0.000300045	-0.0682343	-0.16877	-0.113694	0.0112181	-0.0883326	0.196291	-0.228536	-0.01607	0.0337183	0.111378	0.000299998	-0.00792151	0.117446	-0.0503051	-0.147095	0.01	-0.0706283	
9	0.450346	-0.25213	-0.0542839	-0.380328	-0.04456	0.0680353	0.188972	-0.430789	-0.160664	-0.0412659	-0.116193	0.0689098	0.0139671	-0.108772	-0.029412	0.00793887	0.0648516	-0.137065	0.114089	0.264846	0.180136	0.0535354	-0.0865249	-0.135835	0.164151	0.0881872	-0.13	0.0820956	-0.000600314	-0.0354579	-0.117004	-0.135153	0.000300045	-0.0682343	-0.16877	-0.113694	0.0112181	-0.0883326	0.196291	-0.228536	-0.01607	0.0337183	0.111378	0.000299998	-0.00792151	0.117446	-0.0503051	-0.147095	0.01	-0.0706283	
