0	0.476179	0.0838016	0.0498761	0.00575521	-0.0355143	-0.0896452	-0.00163198	0.0198753	-0.0652568	0.00575516	-0.130404	0.0457912	0.0894311	-0.0761217	0.0260417	-0.000625375	-0.129654	0.0101252	0.0142628	0.0260418	-0.0603886	-0.0147515	-0.0219987	0.098514	0.0681261	-0.0393996	-0.000125069	0.0545218	-0.0403841	-0.11391	0.0798768	0.0596384	0.0396339	-0.100398	0.015506	
1	0.696076	0.114512	0.0699266	-0.0746171	-0.0653263	-0.0297817	-0.0110217	0.0899276	-0.0951598	0.00545488	-0.100248	0.0555	0.0996875	-0.00560883	0.00560904	0.0496561	-0.0997975	0.0200754	0.124662	0.00560912	-0.130254	-0.00485047	-0.0413576	0.0893816	-0.011704	-0.0196373	0.0299256	0.0247098	-0.0902453	-0.174729	0.109928	0.0997976	0.119802	-0.0502362	0.0153059	
2	0.846212	0.0944399	0.0699266	-0.104644	-0.0253101	0.0602386	-0.0612336	0.0599268	-0.0551556	0.065509	-0.0602386	0.0254729	0.0696686	-0.0156249	0.0156251	-0.0103815	-0.0897952	0.0600764	0.154689	-0.0745191	-0.11025	0.0451544	0.00892521	0.0591085	-0.0925959	-0.0496559	0.0799268	0.0147059	-0.130254	-0.124548	0.16993	0.0997975	0.119802	-0.040234	0.02531	
3	0.91052	0.0808912	0.0250505	-0.0803723	-0.0198079	0.0548624	-0.0847076	0.0350508	-0.0999103	0.0497448	-0.0348578	0.0197177	0.0552845	0.0204327	0.0496797	-0.0247655	-0.0351579	0.0149503	0.140426	-0.0805287	-0.0848691	0.0499049	-0.0344438	0.0564596	-0.0949973	-0.0252657	0.0650515	0.0302119	-0.144883	-0.111	0.135054	0.0651647	0.115176	-0.0548623	0.0298118	
4	0.945101	0.0767764	0.0101252	-0.0958362	-0.0045018	0.0696407	-0.0987921	0.0101251	-0.0847588	0.0442898	-0.0296316	0.00425387	0.0506567	0.0160257	0.0440707	0.000625401	-0.0403841	0.00987516	0.135872	-0.0761217	-0.0596384	0.0447544	-0.0483973	0.0427609	-0.0984605	-0.0206378	0.0701266	0.0255101	-0.139656	-0.0868127	0.140129	0.0803932	0.100398	-0.0496361	0.0445177	
5	0.970273	0.0915296	0.00510005	-0.0906815	0.0204081	0.0947214	-0.0840549	0.00509996	-0.0798082	0.0494445	-0.0147033	-0.000600501	0.0155097	0.0108174	0.019231	-0.00450283	-0.0353079	0.0249006	0.1107	-0.0709133	-0.0647145	0.0398039	-0.0135764	0.0170539	-0.104047	-0.035522	0.085102	0.0404161	-0.13473	-0.101566	0.135104	0.0853193	0.0853192	-0.04471	0.0396157	
6	0.989991	0.0820955	-0.00485018	-0.111	0.0206082	0.0945713	-0.0834021	-0.0148505	-0.0697072	0.0391352	-0.0245555	-0.0109098	0.0257661	0.021234	0.0288463	-0.0242652	-0.0254557	0.0348508	0.100991	-0.0813301	-0.0645645	0.0497049	-0.0228787	-0.00216958	-0.0928739	-0.025766	0.085152	0.0506202	-0.114576	-0.0820957	0.125154	0.075467	0.075467	-0.0545622	0.0494197	
7	0.995146	0.0868126	-0.00987531	-0.105845	0.0155062	0.0896452	-0.0787073	-0.0198757	-0.0647567	0.0442899	-0.0196294	-0.0157641	0.0206379	0.0160257	0.0240386	-0.0193871	-0.0303818	0.039876	0.0958363	-0.0861378	-0.0596384	0.0447544	-0.0182275	0.00239663	-0.0984605	-0.030644	0.0801268	0.0455181	-0.10965	-0.0767766	0.120128	0.0703909	0.0703909	-0.0496361	0.0445177	
8	0.995146	0.0868126	-0.00987531	-0.105845	0.0155062	0.0896452	-0.0787073	-0.0198757	-0.0647567	0.0442899	-0.0196294	-0.0157641	0.0206379	0.0160257	0.0240386	-0.0193871	-0.0303818	0.039876	0.0958363	-0.0861378	-0.0596384	0.0447544	-0.0182275	0.00239663	-0.0984605	-0.030644	0.0801268	0.0455181	-0.10965	-0.0767766	0.120128	0.0703909	0.0703909	-0.0496361	0.0445177	
9	0.995146	0.0868126	-0.00987531	-0.105845	0.0155062	0.0896452	-0.0787073	-0.0198757	-0.0647567	0.0442899	-0.0196294	-0.0157641	0.0206379	0.0160257	0.0240386	-0.0193871	-0.0303818	0.039876	0.0958363	-0.0861378	-0.0596384	0.0447544	-0.0182275	0.00239663	-0.0984605	-0.030644	0.0801268	0.0455181	-0.10965	-0.0767766	0.120128	0.0703909	0.0703909	-0.0496361	0.0445177	
