19	0.0297267	0.0545513	-0.35	-0.209921	-0.340626	-0.100964	0.245652	0.0648315	-0.19988	0.155054	0.0947422	-0.0446404	-0.250125	0.029903	0.15554	-0.595063	0.0999096	
20	0.0248723	0.0601379	-0.355	-0.204971	-0.345945	-0.0956445	0.250483	0.0604262	-0.194978	0.150029	0.0999778	-0.0398557	-0.255388	0.0349535	0.150359	-0.590038	0.0949591	
21	0.0197177	0.0646628	-0.36	-0.19992	-0.350662	-0.100964	0.245652	0.0648315	-0.189876	0.145054	0.0947422	-0.0346201	-0.250125	0.029903	0.145528	-0.595063	0.0899086	
22	0.0197177	0.0646628	-0.36	-0.19992	-0.340626	-0.100964	0.245652	0.0648315	-0.189876	0.145054	0.0947422	-0.0346201	-0.2401	0.029903	0.145528	-0.605063	0.0999095	
23	0.0248723	0.0702494	-0.365	-0.19497	-0.345945	-0.0956445	0.240471	0.0706118	-0.184974	0.140029	0.0899575	-0.0398558	-0.245363	0.0349535	0.150359	-0.600038	0.0949591	
24	0.0248723	0.0702494	-0.365	-0.19497	-0.345945	-0.0956445	0.240471	0.0706118	-0.184974	0.140029	0.0899575	-0.0398558	-0.245363	0.0349535	0.150359	-0.600038	0.0949591	
25	-0.00545494	0.0792991	-0.375	-0.19487	-0.335307	-0.0862104	0.250834	0.0386798	-0.164766	0.160079	0.0995269	-0.0494251	-0.214787	0.0448544	0.160722	-0.610089	0.0948591	
26	-0.0103093	0.0747742	-0.38	-0.19992	-0.33059	-0.0909274	0.245652	0.0342745	-0.159864	0.155054	0.0947422	-0.0446404	-0.210025	0.0499049	0.165553	-0.615064	0.0899087	
27	-0.0151637	0.0601379	-0.365	-0.204971	-0.325873	-0.0956444	0.240471	0.0400549	-0.144958	0.140029	0.0799372	-0.049876	-0.215288	0.0649563	0.180396	-0.630039	0.0849583	
28	-0.010009	0.055613	-0.37	-0.210021	-0.331192	-0.100361	0.235289	0.0356496	-0.140056	0.135004	0.0851728	-0.0551116	-0.210526	0.0700068	0.185227	-0.625014	0.0900087	
29	-0.00515467	0.0601379	-0.355	-0.224973	-0.345945	-0.115717	0.230458	0.0298693	-0.144958	0.120028	0.0699168	-0.0598963	-0.225313	0.0749573	0.200421	-0.610039	0.0949592	
