0	-0.00485438	0.040977	-0.075	0.0249523	0.0147532	-0.0850061	-0.0202	0.102544	0.0349138	-0.0600267	-0.0298354	-0.0302864	-0.0854636	-0.00495067	-0.0902859	-0.0299759	0.0150515	
1	0.0551999	0.0510883	-0.175	0.0249523	0.00471701	-0.215476	0.0198493	0.336813	-0.0151063	0.0399758	0.0503271	-0.0403065	-0.306015	-0.0249527	-0.170384	-0.309983	0.115061	
2	0.09979	-0.0162289	-0.28	0.0101009	-0.0395423	-0.281614	0.0454054	0.319472	-0.0898358	0.135054	0.0747015	-0.0947415	-0.410526	-0.0501052	-0.134815	-0.40506	0.10991	
3	0.0994898	-0.0172906	-0.35	-0.019802	-0.0690486	-0.27218	0.0757926	0.297726	-0.149659	0.155104	0.0742507	-0.0542096	-0.430075	-0.0402042	-0.124453	-0.41511	0.0698067	
4	0.09979	0.00399406	-0.38	9.98668e-05	-0.129868	-0.231433	0.115491	0.258358	-0.179872	0.225056	0.104763	-0.0446403	-0.440601	-0.020102	-0.114791	-0.45506	0.0399038	
5	0.0997901	0.024217	-0.37	0.0301028	-0.14994	-0.221397	0.105479	0.248173	-0.19988	0.235056	0.124803	-0.0646808	-0.420551	-0.010101	-0.0947664	-0.485061	0.0499048	
6	0.0488441	0.0513664	-0.38	0.000400035	-0.228422	-0.193095	0.156591	0.213491	-0.19928	0.245206	0.10341	-0.0933889	-0.398997	0.0496049	-0.103727	-0.495211	0.0396038	
7	0.0291263	0.0322051	-0.37	-0.0297029	-0.229024	-0.202529	0.146229	0.20468	-0.229492	0.255157	0.103861	-0.0838195	-0.369423	0.029703	-0.0940655	-0.525162	0.0397038	
8	0.0491443	0.0220936	-0.38	-0.0397039	-0.218988	-0.222602	0.166253	0.174124	-0.219488	0.255157	0.0938403	-0.0838195	-0.349373	0.00970105	-0.0640287	-0.545162	0.0297029	
9	0.0536984	0.0457797	-0.365	-0.0645564	-0.253211	-0.228523	0.201822	0.136411	-0.204182	0.260232	0.0881538	-0.0981736	-0.333584	0.0145515	-0.0384723	-0.550237	0.0545552	
10	0.0588531	0.0614778	-0.36	-0.0896091	-0.268567	-0.243276	0.206653	0.132006	-0.229292	0.235206	0.11343	-0.0933888	-0.308772	0.019602	-0.00360444	-0.545212	0.0796077	
11	0.0536984	0.0660026	-0.355	-0.0845585	-0.263248	-0.218487	0.221847	0.105855	-0.234194	0.250231	0.128235	-0.0881533	-0.283458	0.0045505	0.0115892	-0.570238	0.0845581	
12	0.0539987	0.0872871	-0.365	-0.104661	-0.293958	-0.207848	0.221497	0.10723	-0.234394	0.230181	0.128686	-0.0685636	-0.253885	-0.00535048	0.0312632	-0.570188	0.10466	
13	0.0788712	0.0817006	-0.37	-0.139614	-0.308711	-0.203131	0.196641	0.111635	-0.239296	0.195205	0.0933893	-0.063328	-0.258646	-0.010401	0.056469	-0.575213	0.10961	
14	0.0640077	0.0670643	-0.385	-0.164667	-0.314031	-0.187776	0.211484	0.10723	-0.244398	0.19018	0.0886046	-0.0485233	-0.253885	0.00465052	0.0813244	-0.560188	0.094659	
15	0.0597538	0.0646628	-0.38	-0.169917	-0.340626	-0.181252	0.225627	0.0852032	-0.219888	0.185055	0.0847217	-0.0346201	-0.26015	0.019902	0.0854544	-0.565063	0.0899085	
16	0.0694626	0.0636011	-0.36	-0.169817	-0.360096	-0.161782	0.246002	0.0940138	-0.209684	0.165104	0.0842709	-0.0241489	-0.249624	0.029803	0.0958171	-0.575113	0.0898086	
17	0.064308	0.0479031	-0.355	-0.164767	-0.354777	-0.157065	0.251184	0.108605	-0.22459	0.17013	0.0790352	-0.0189133	-0.254386	0.0347535	0.111011	-0.570138	0.094759	
18	0.0442899	0.0479031	-0.355	-0.19477	-0.344741	-0.126957	0.261196	0.0780475	-0.214586	0.160129	0.0890556	-0.0389539	-0.244361	0.0247525	0.141047	-0.580138	0.10476	
