0	0.0160645	0.0542734	-0.025	0.00465052	-0.107487	
1	0.0230708	-0.0170125	-0.035	-0.0843585	-0.673524	
2	-0.0418377	0.00879706	-0.02	-0.0894092	-0.859493	
3	-0.0312281	0.0412549	-0.05	-0.0996103	-0.940987	
4	-0.0263738	0.0356683	-0.055	-0.0845587	-0.975812	
5	-0.0315284	0.0503047	-0.04	-0.0995103	-0.980529	
6	-0.0266741	0.0447181	-0.035	-0.0944598	-0.995282	
7	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
8	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
9	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
10	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
11	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
12	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
13	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
14	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
15	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
16	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
17	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
18	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
19	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
20	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
21	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
22	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
23	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
24	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
25	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
26	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
27	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
28	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
29	-0.0218197	0.049243	-0.03	-0.0894093	-0.999999	
