0	0.311641	-0.075	-0.0101314	0.00462962	0.0403065	-0.0453635	-0.0899311	0.025	-0.0649566	0.0199295	-0.07493	0.0152883	-0.0500263	0.0150515	0.0302119	0.0248723	-0.0699365	-0.0599123	0.009837	0.015828	-0.0101313	-0.0298151	0.0851342	-0.064926	0.0201376	-0.00520836	-0.0100253	-0.034832	0.0252406	-0.124963	0.0699766	-0.095138	-0.0248724	0.054888	0.105404	0.0652088	0.0308654	0.0649563	0.00515458	-0.0203365	
1	0.472321	-0.075	0.00988121	-0.0758859	0.0703678	-0.105514	-0.0899311	0.095	0.0350535	0.119952	-0.234994	0.0654135	-0.0800271	0.10506	-0.00983724	-0.0151637	-0.110058	-0.11995	-0.0702615	0.0969969	-0.0801751	-0.0699365	0.0751299	-0.144958	0.0401501	0.0949518	0.129978	-0.0449137	0.0552886	-0.264976	0.0699767	-0.105142	-0.0148634	0.034856	0.216302	-0.0148634	0.0814227	0.114961	-0.0248724	-0.0403972	
2	0.541965	-0.045	0.0901816	-0.105274	0.0999778	-0.235338	-0.130206	0.105	0.0649563	0.140107	-0.255203	0.0448622	-0.179979	0.0849583	-0.0402247	-0.0448904	-0.140701	-0.100187	-0.0799233	0.0044643	-0.0499062	-0.140701	0.0249099	-0.145158	0.0999376	0.0953524	0.100028	-0.09623	0.135016	-0.29508	0.120028	-0.12495	0.00485446	0.0452727	0.237373	-0.0451906	0.0904725	0.115061	-0.00515465	-0.0398455	
3	0.58344	-0.035	0.139713	-0.0766911	0.161001	-0.296491	-0.179737	0.095	0.0651563	0.079793	-0.27481	0.0458647	-0.21008	0.10516	-0.0395237	-0.115554	-0.129567	-0.0796747	-0.0605996	0.0170455	-0.0804252	-0.139597	0.065326	-0.114746	0.0203877	0.0945512	0.18993	-0.114579	0.105769	-0.244875	0.149929	-0.0853342	0.015464	0.00440718	0.24564	-0.084626	0.0824844	0.134863	0.0254729	-0.0309185	
4	0.540534	-0.07	0.193871	-0.0543481	0.157569	-0.333333	-0.203877	0.07	0.050505	0.0342577	-0.279112	0.0426066	-0.275257	0.0905089	-0.0433034	-0.151636	-0.142682	-0.0637899	-0.05682	-0.0446427	-0.0662914	-0.192834	0.111045	-0.0790316	0.0562852	0.148237	0.184755	-0.146689	0.0821316	-0.229523	0.124753	-0.0510204	0.0515466	0.00801295	0.237423	-0.0485437	0.0710331	0.139514	0.00150139	0.0122872	
5	0.508448	-0.07	0.174609	-0.0217392	0.116135	-0.361905	-0.214634	0.09	0.0902087	0.00470106	-0.2497	0.0511279	-0.305108	0.110211	-0.0343423	-0.150736	-0.144337	-0.0545341	-0.0757931	-0.0381492	-0.115572	-0.204519	0.140456	-0.0796319	0.0455285	0.139423	0.234906	-0.179655	0.0608977	-0.229823	0.104903	-0.10044	0.0206187	0.00921483	0.199818	-0.0094085	0.0476251	0.159816	0.0306276	0.0139422	
6	0.513143	-0.065	0.179738	-0.0364333	0.12092	-0.356641	-0.19975	0.075	0.0851581	0.00977719	-0.244798	0.0358397	-0.310083	0.0951592	-0.0395236	-0.165599	-0.129567	-0.049656	-0.0806241	-0.0539771	-0.12045	-0.20981	0.135354	-0.084734	0.0504065	0.144631	0.249931	-0.205312	0.0456733	-0.224872	0.0799271	-0.115346	0.015464	-0.00560891	0.195231	0.00545495	0.0420385	0.164866	0.0354819	0.00920286	
7	0.50649	-0.05	0.155347	-0.0193238	0.144844	-0.350376	-0.195372	0.08	0.0899086	-0.0148534	-0.230292	0.029574	-0.314958	0.109911	-0.0554181	-0.169853	-0.125931	-0.0452783	-0.0847542	-0.0519478	-0.134834	-0.206174	0.159864	-0.0902361	0.0547843	0.140625	0.265057	-0.222703	0.0296476	-0.230123	0.105053	-0.129852	0.0197179	-0.00961532	0.202541	0.0197178	0.04444	0.160116	0.0497448	0.0256275	
8	0.48171	-0.045	0.170232	0.00543479	0.1601	-0.355639	-0.190244	0.095	0.0949591	-0.0199295	-0.205182	0.0448622	-0.289982	0.124962	-0.0702614	-0.205034	-0.150731	-0.0601626	-0.0699109	-0.046266	-0.139962	-0.210914	0.164966	-0.105142	0.0699187	0.155449	0.250031	-0.217209	0.044872	-0.215072	0.100028	-0.144958	0.00485437	0.00520838	0.197046	0.0248725	0.0298037	0.165066	0.0749176	0.0403973	
9	0.471668	-0.065	0.180238	0.00543481	0.18014	-0.335589	-0.20025	0.095	0.0749573	-0.0299317	-0.195178	0.0649122	-0.279982	0.114961	-0.0802736	-0.205034	-0.150731	-0.0501564	-0.0699109	-0.0564122	-0.159975	-0.230974	0.17497	-0.115146	0.0599124	0.165465	0.240031	-0.227291	0.0248399	-0.225073	0.0900273	-0.144958	0.0348815	0.0252405	0.186964	0.0148634	0.0500266	0.175067	0.0649085	0.0403973	
