0	0.016665	-0.00427208	-0.025	0.0244525	0.0318145	0.0785829	0.0481337	-0.0331797	0.0439175	-0.0102754	0.0225206	0.0776823	0.0523809	0.0355535	-0.021952	0.0302756	-0.0144515	0.0886805	
1	0.0290761	0.0547789	0.045	0.0936592	-0.063328	0.203833	0.00528148	-0.256448	0.092337	0.0193254	-0.00393293	0.294521	0.238847	0.0163517	-0.0347677	0.170679	-0.233674	0.316823	
2	-0.012161	0.0909781	0.095	0.0440545	-0.040847	0.261641	-0.0233536	-0.312877	0.0831332	0.0795269	0.0143039	0.386508	0.311027	0.0259525	-0.0133414	0.18048	-0.244075	0.377861	
3	-0.0173156	0.0853915	0.1	0.0491049	-0.0355278	0.266358	-0.00815999	-0.277915	0.0882353	0.0345508	0.0792107	0.431824	0.386465	0.0709068	-0.0482093	0.125453	-0.269127	0.392996	
4	-0.0524971	0.0696934	0.105	0.0141514	-0.0603172	0.271075	-0.0230032	-0.283695	0.0633252	0.0395759	0.104036	0.42704	0.431829	0.0758573	-0.0730648	0.0804273	-0.274178	0.398124	
5	-0.0737162	0.0755581	0.125	0.00455039	-0.0779808	0.288739	-0.00157697	-0.268824	0.0841337	0.0297757	0.122273	0.418823	0.453884	0.0854581	-0.1017	0.0602265	-0.274578	0.399125	
6	-0.124061	0.0643848	0.125	0.00465039	-0.107487	0.308209	0.018798	-0.209085	0.0843337	-0.000175142	0.121822	0.429294	0.48446	0.10536	-0.111362	0.0101751	-0.274677	0.369356	
7	-0.140126	0.0657246	0.14	-1.29057e-07	-0.120434	0.311119	0.0250306	-0.188434	0.10004	-0.0150005	0.135274	0.415842	0.521302	0.0800076	-0.105129	0.0150002	-0.240024	0.355222	
8	-0.145281	0.0702495	0.145	-0.00495063	-0.12515	0.315836	0.0402242	-0.173843	0.085134	-0.0299759	0.120018	0.411057	0.526565	0.0949591	-0.10996	0.0199753	-0.245074	0.350344	
9	-0.170453	0.0747744	0.17	-0.0199022	-0.119831	0.33059	0.0454055	-0.169438	0.070228	-0.0249508	0.104762	0.406273	0.501753	0.0999095	-0.124803	0.00494998	-0.250125	0.355473	
10	-0.205034	0.0814227	0.205	-0.0350537	-0.135789	0.336511	0.0799227	-0.111354	0.094938	-0.0200257	0.080388	0.390566	0.506014	0.095059	-0.150359	-0.0199755	-0.274977	0.320075	
11	-0.234461	0.103769	0.205	-0.0552557	-0.126957	0.367824	0.0892341	-0.0780472	0.0845337	0.0198754	0.051229	0.409705	0.454886	0.10526	-0.191109	0.000124983	-0.324782	0.27955	
12	-0.234461	0.123992	0.205	-0.0452547	-0.126957	0.387896	0.0591973	-0.0678617	0.0745297	0.0198754	0.0412087	0.409705	0.444861	0.125262	-0.201121	0.0201254	-0.334783	0.259538	
13	-0.259934	0.107232	0.21	-0.0401042	-0.121036	0.381975	0.0847536	-0.0342748	0.0498199	0.0549513	0.0255017	0.37531	0.4406	0.140113	-0.235638	0.0150503	-0.349935	0.264916	
14	-0.299369	0.119467	0.24	-0.0403041	-0.132276	0.383179	0.0740405	-0.021339	0.0794316	0.0248506	0.0364239	0.354367	0.409523	0.140314	-0.256363	0.0351508	-0.369737	0.234397	
15	-0.299369	0.119467	0.24	-0.0403041	-0.132276	0.383179	0.0740405	-0.021339	0.0794316	0.0248506	0.0364239	0.354367	0.409523	0.140314	-0.256363	0.0351508	-0.369737	0.234397	
16	-0.303923	0.136227	0.245	-0.0554557	-0.128161	0.369028	0.0685087	-0.0141836	0.0741295	0.0297757	0.0521309	0.358701	0.423808	0.135463	-0.261895	0.0302257	-0.354585	0.229019	
17	-0.298769	0.141813	0.25	-0.0305031	-0.133481	0.364311	0.0833518	0.00178249	0.0890355	0.0547513	0.0473462	0.333425	0.398495	0.160516	-0.2871	0.0152504	-0.379537	0.22389	
18	-0.293614	0.137289	0.255	-0.0355536	-0.128764	0.36963	0.0781705	0.00756285	0.0839335	0.0497262	0.0425615	0.33821	0.403257	0.155565	-0.282269	0.0202755	-0.374487	0.228768	
19	-0.309078	0.140752	0.25	-0.0204021	-0.132878	0.373745	0.0937145	-0.00977825	0.0992397	0.0548013	0.0468952	0.323856	0.388972	0.160416	-0.276738	0.0252006	-0.389638	0.214134	
20	-0.309078	0.140752	0.25	-0.0204021	-0.132878	0.373745	0.0937145	-0.00977825	0.0992397	0.0548013	0.0468952	0.323856	0.388972	0.160416	-0.276738	0.0252006	-0.389638	0.214134	
21	-0.303923	0.146338	0.245	-0.0254526	-0.128161	0.369028	0.0885332	-0.00399786	0.0941376	0.0597764	0.0521309	0.32864	0.393733	0.165467	-0.281919	0.0202255	-0.384588	0.219012	
22	-0.309078	0.140752	0.25	-0.0204021	-0.132878	0.373745	0.0937145	-0.00977825	0.0992397	0.0548013	0.0468952	0.323856	0.388972	0.160416	-0.276738	0.0252006	-0.389638	0.214134	
23	-0.309078	0.140752	0.25	-0.0204021	-0.132878	0.373745	0.0937145	-0.00977825	0.0992397	0.0548013	0.0468952	0.323856	0.388972	0.160416	-0.276738	0.0252006	-0.389638	0.214134	
24	-0.298769	0.141813	0.25	-0.0305031	-0.133481	0.364311	0.0833518	0.00178249	0.0890355	0.0547513	0.0473462	0.333425	0.398495	0.160516	-0.2871	0.0152504	-0.379537	0.22389	
25	-0.298769	0.141813	0.25	-0.0305031	-0.133481	0.364311	0.0833518	0.00178249	0.0890355	0.0547513	0.0473462	0.333425	0.398495	0.160516	-0.2871	0.0152504	-0.379537	0.22389	
26	-0.298769	0.141813	0.25	-0.0305031	-0.133481	0.364311	0.0833518	0.00178249	0.0890355	0.0547513	0.0473462	0.333425	0.398495	0.160516	-0.2871	0.0152504	-0.379537	0.22389	
27	-0.309078	0.140752	0.25	-0.0204021	-0.132878	0.373745	0.0937145	-0.00977825	0.0992397	0.0548013	0.0468952	0.323856	0.388972	0.160416	-0.276738	0.0252006	-0.389638	0.214134	
28	-0.303923	0.146338	0.245	-0.0254526	-0.128161	0.369028	0.0885332	-0.00399786	0.0941376	0.0597764	0.0521309	0.32864	0.393733	0.165467	-0.281919	0.0202255	-0.384588	0.219012	
