0	0.39536	-0.00395091	-0.0719957	-0.00395089	0.0519553	-0.0265148	0.04	0.0667919	0.10071	0.0232645	0.0586233	0	-0.0419349	-0.00887675	0.0260558	-0.0472756	0.0325898	0.0426021	-0.0258932	0.116076	0.0172277	0.0250226	-0.0412749	-0.035351	0.0104943	
1	0.815219	-0.0744167	-0.0232471	0.0556125	0.0633284	-0.043956	0.04	0.0560351	0.10041	0.0440275	0.0592237	-0.05	-0.0032064	-0.0172521	0.0156035	-0.0685095	0.0837022	0.0336412	0.0525893	0.0456103	0.0484777	0.0229122	0.0272825	-0.0652018	-0.00763227	
2	0.910147	-0.0996474	0.0211679	0.0203796	0.069015	-0.0173909	0.005	0.0106316	0.0752573	0.0293934	0.0545218	-0.065	0.0111476	-0.0214398	0.0303818	-0.0741185	0.089234	0.0391729	0.0366319	0.0203796	0.0540867	0.0268817	0.0515309	-0.0501264	0.0184528	
3	0.955122	-0.0847191	0.0259526	0.0253057	0.0742506	-0.0421413	-0.01	0.0155097	0.0502049	0.00450281	0.0596238	-0.05	0.00591203	-0.0362094	0.0153035	-0.0592948	0.0743909	0.0443541	0.0614212	-0.00470107	0.0292469	0.0416038	0.0462399	-0.0551016	0.0238004	
4	0.985073	-0.104874	0.035522	0.0351579	0.0646813	-0.0412339	-0.01	0.0252658	0.0501049	-0.0152595	0.0598239	-0.03	0.0154813	-0.0456881	0.00515115	-0.0596954	0.0547168	0.0246801	0.0808912	-0.00485111	0.0296475	0.0208019	0.0456882	-0.0550515	0.0344956	
5	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
6	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
7	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
8	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
9	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
