10	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
11	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
12	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
13	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
14	0.994973	-0.0951714	0.0346202	0.0248556	0.0555626	-0.0293376	-0.02	0.0247655	0.0499049	-0.0147592	0.0702281	-0.02	0.0245998	-0.0646455	0.00485112	-0.0705127	0.0353932	0.0153687	0.089723	-0.00515117	0.0204328	-0.000703469	0.0445849	-0.034951	0.0157163	
15	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
16	0.994973	-0.0851692	0.0346202	0.0248556	0.0555627	-0.019256	-0.03	0.0147592	0.0499048	-0.0247655	0.0702281	-0.03	0.0245999	-0.0546151	0.0048511	-0.0705127	0.0353932	0.025381	0.0897229	-0.00515119	0.0204328	-0.000703474	0.0546152	-0.0449513	0.0257587	
17	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
18	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
19	0.995023	-0.0950214	0.0350711	0.0150034	0.0450913	-0.0201633	-0.03	0.0150094	0.0500049	-0.0250156	0.070028	-0.03	0.0150305	-0.0651972	0.0150034	-0.0701121	0.045055	0.0250306	0.0903251	-0.0150034	0.0300482	-2.03654e-08	0.0551669	-0.0450012	0.0251059	
20	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
21	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
22	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
23	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
24	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
25	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
26	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
27	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
28	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
29	0.999998	-0.0900953	0.0398558	0.0199295	0.050327	-0.0247505	-0.025	0.0198874	0.0449544	-0.0198874	0.0651261	-0.025	0.0198152	-0.0599062	0.00992726	-0.0653044	0.0402241	0.0201997	0.085006	-0.0100773	0.0252405	0.00467288	0.0498759	-0.0399761	0.0204111	
