0	0.459596	0.00702538	0.0490258	-0.0695071	-0.0283699	-0.0190076	-0.0573658	0.0662915	-0.0367951	0.0847523	-0.0981574	0.034219	-0.0609216	-0.00726474	-0.0162602	-0.0473458	0.0295029	0.00625389	0.0366797	-0.0425252	-0.0480767	-0.059506	-0.0305032	-0.049505	-0.0657648	-0.0110045	0.0705068	0.0733395	0.0220353	0.0852522	
1	0.815656	-0.0195704	0.0559396	-0.0242524	-0.0149382	0.0165066	0.00663843	0.07192	-0.0627019	0.0596263	-0.0721156	0.0613924	0.0122603	-0.0234224	-0.031895	-0.0234224	0.0642563	-0.0181363	0.00979797	-0.0306843	-0.0620991	-0.0842585	0.0342534	-0.114262	-0.031132	-0.0965387	-0.0142514	0.0374205	0.0480771	0.0703766	
2	0.925756	-0.0302087	0.0566939	-0.0541555	-0.00554848	0.00670264	0.0162078	0.0721702	-0.0530401	0.0495761	-0.0817309	0.042069	0.0213101	-0.013853	-0.0321451	0.00618754	0.0741573	-0.0278924	0.00909452	0.00868328	-0.0216345	-0.0541555	0.0141514	-0.0941597	-0.00127527	-0.0967387	-0.0241524	0.0170456	0.0384616	0.0404259	
3	0.96515	-0.0207747	0.0574481	-0.0440545	-0.00620129	-0.0231094	0.0257772	0.0624141	-0.0233537	0.0395258	-0.0813301	0.03281	0.0202484	-0.0243243	-0.022389	-0.00428368	0.0540553	-0.0276423	0.00839108	-0.00287746	-0.0212338	-0.0540555	0.00405043	-0.0740575	0.00857693	-0.0869349	-0.0440544	0.0166952	0.0488783	0.0304756	
4	0.986362	-0.0201725	0.0566939	-0.0241524	-0.015591	-0.0333135	0.0262281	0.0521576	-0.012991	0.0495762	-0.0717147	0.042069	0.0314215	-0.013853	-0.0121326	-0.00383277	0.0641563	-0.0278925	0.0191438	-0.0116881	-0.0216345	-0.0441545	-0.0158516	-0.0641564	0.0187292	-0.106743	-0.0641565	0.0170456	0.0584937	0.0204254	
5	0.995453	-0.0107386	0.0574481	-0.0340534	-0.0262862	-0.0231094	0.0357975	0.0424015	-0.0133414	0.0495261	-0.061298	0.03281	0.0404712	-0.014304	-0.022389	-0.00428367	0.0640563	-0.017636	0.0184403	-0.0130631	-0.0112179	-0.0440544	-0.0159517	-0.0740575	0.0285814	-0.116947	-0.0640565	0.00668304	0.0488783	0.0204754	
6	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
7	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
8	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
9	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
10	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
11	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
12	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
13	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
14	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
15	0.999998	-0.00602162	0.0628535	-0.0290029	-0.0215914	-0.0280114	0.0305619	0.0375234	-0.0185227	0.0545014	-0.0560896	0.0281804	0.0348847	-0.0195396	-0.017511	0.000501025	0.0590058	-0.0225141	0.013064	-0.00865781	-0.00600956	-0.049005	-0.0210022	-0.079008	0.0235053	-0.122049	-0.059006	0.0015017	0.0540867	0.0255005	
