0	-0.010009	-0.0758361	-0.07	0.0100011	-0.0200722	-0.0602169	0.0250304	0.00509276	0.010004	-0.0550015	-0.00501015	0.0150306	-0.0601504	
1	0.101341	-0.164944	-0.365	0.0962592	-0.057708	-0.23334	0.114515	-0.159787	0.047519	0.0506261	-0.0457176	0.0356973	-0.459899	
2	0.0330797	-0.199019	-0.395	0.135663	-0.111501	-0.229727	0.202523	-0.161722	0.0463185	0.000324969	-0.0229715	0.0229715	-0.603257	
3	-0.00210194	-0.194495	-0.43	0.160716	-0.116218	-0.204938	0.217717	-0.147131	0.0414166	-0.0146504	-0.00816653	0.0181868	-0.638094	
4	0.0476429	-0.215779	-0.4	0.160816	-0.085508	-0.225612	0.208055	-0.138321	0.0216085	-0.0346009	-0.0186378	-0.00140285	-0.687718	
5	0.0479432	-0.214718	-0.39	0.140714	-0.0660379	-0.22501	0.197692	-0.116574	0.0114045	-0.0446512	-0.0582677	-0.0218943	-0.70827	
6	0.0279251	-0.194495	-0.35	0.150715	-0.0760741	-0.194902	0.157643	-0.12676	0.00140055	-0.0546515	-0.0382273	-0.0218943	-0.758395	
7	0.0291262	-0.13969	-0.24	0.120312	-0.0383381	-0.142312	0.0961675	-0.0703319	-0.0194077	-0.0448512	-0.0364238	-0.0337183	-0.870675	
8	0.0236713	-0.055335	-0.165	0.0554553	0.00772789	-0.0679447	0.0115892	-0.00618777	-0.0641258	-0.0197756	-0.0220697	-0.0280318	-0.975186	
9	0.0236713	-0.0351121	-0.145	0.0554553	0.017764	-0.0478726	-0.00843538	0.00399785	-0.0441178	-0.00977529	-0.0120494	-0.0480722	-0.995236	
10	0.0236713	-0.0351121	-0.145	0.0554553	0.017764	-0.0478726	-0.00843538	0.00399785	-0.0441178	-0.00977529	-0.0120494	-0.0480722	-0.995236	
11	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
12	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
13	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
14	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
15	0.0336803	-0.0250006	-0.145	0.0654563	0.017764	-0.0478726	-0.0184477	-0.00618775	-0.0441178	0.000224926	-0.0120494	-0.0480722	-0.995236	
16	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
17	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
18	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
19	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
20	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
21	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
22	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
23	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
24	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
25	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
26	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
27	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
28	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
29	0.0285256	-0.0305872	-0.14	0.0605058	0.013047	-0.0431556	-0.0132663	-0.00178246	-0.0490198	-0.00475019	-0.00726469	-0.0428367	-0.999998	
