0	-0.0136621	-0.00533382	-0.005	0.0145514	0.0023084	-0.0123444	0.00843532	-0.0243691	-0.0459185	0.0397758	-0.0881531	-0.0220697	-0.0674186	-0.00455052	0.0384718	
1	-0.0239714	-0.198514	-0.015	0.20467	0.0330189	0.0171618	0.189008	-0.168343	-0.145758	0.269832	-0.359153	0.0284826	-0.117043	-0.124663	0.178994	
2	0.1668	-0.135721	0.025	0.314482	0.081995	-0.051887	0.238368	-0.257263	-0.12615	0.309733	-0.418372	0.0476215	-0.08797	-0.114462	0.178294	
3	0.211691	-0.171643	0.04	0.349536	0.177639	-0.127459	0.223525	-0.222301	-0.0510205	0.294758	-0.49375	0.0328164	-0.0827069	-0.149515	0.193487	
4	0.216545	-0.167118	0.035	0.374588	0.213067	-0.142814	0.268756	-0.248453	-0.0259106	0.289783	-0.478945	0.0881537	-0.0874688	-0.144565	0.178644	
5	0.206836	-0.155945	0.055	0.354486	0.262645	-0.132176	0.278417	-0.216521	-0.0261107	0.309733	-0.488514	0.0676621	-0.0879701	-0.164467	0.188306	
6	0.2217	-0.161531	0.06	0.349536	0.308108	-0.127459	0.263574	-0.212115	-0.0110046	0.324758	-0.473709	0.0428367	-0.0827068	-0.189519	0.16345	
7	0.231108	-0.153543	0.03	0.339735	0.309313	-0.108591	0.264275	-0.20468	-0.0106044	0.324859	-0.494651	0.0136777	-0.0817044	-0.189719	0.184175	
8	0.235662	-0.160191	0.025	0.304881	0.355379	-0.09444	0.299844	-0.191464	0.00470176	0.279932	-0.500338	0.0193642	-0.0759398	-0.214871	0.179695	
9	0.245972	-0.15913	0.025	0.29478	0.354777	-0.103874	0.289481	-0.169718	0.0245098	0.259882	-0.519927	0.00889304	-0.0864662	-0.214771	0.189357	
10	0.245671	-0.15008	0.005	0.284879	0.355379	-0.104476	0.279819	-0.181279	0.0447178	0.249932	-0.540419	0.00934392	-0.0759399	-0.19487	0.19972	
11	0.25568	-0.160191	-0.005	0.274878	0.345343	-0.104476	0.269807	-0.181279	0.0447178	0.239931	-0.550439	0.00934391	-0.0759399	-0.19487	0.209732	
12	0.280553	-0.155666	-0.02	0.249925	0.350662	-0.089723	0.244951	-0.176873	0.0698279	0.214956	-0.575715	0.00455925	-0.0807018	-0.179918	0.214914	
13	0.280853	-0.154605	-0.05	0.229823	0.35006	-0.0891208	0.244601	-0.175498	0.0696277	0.184905	-0.605325	-0.0159322	-0.0812031	-0.149816	0.224576	
14	0.270844	-0.154605	-0.05	0.229823	0.360096	-0.0891209	0.244601	-0.175498	0.0596237	0.184905	-0.605325	-0.0159322	-0.0812031	-0.159816	0.214563	
15	0.261135	-0.143431	-0.05	0.229723	0.339421	-0.0885187	0.214213	-0.174123	0.0894358	0.154854	-0.644955	-0.0464438	-0.0917294	-0.119712	0.224225	
16	0.251126	-0.123208	-0.06	0.219722	0.349457	-0.0784826	0.194188	-0.153752	0.0794318	0.144854	-0.664996	-0.0664843	-0.101754	-0.119712	0.224225	
17	0.251426	-0.0918122	-0.06	0.229623	0.348855	-0.0778804	0.163801	-0.142191	0.0592236	0.134803	-0.674565	-0.0769555	-0.0822055	-0.149615	0.233887	
18	0.246572	-0.0963371	-0.065	0.224572	0.343536	-0.0825974	0.168632	-0.146597	0.0541215	0.129778	-0.67935	-0.0721709	-0.0774436	-0.144565	0.238718	
19	0.236263	-0.0771758	-0.055	0.214671	0.364211	-0.0731635	0.15897	-0.1276	0.0443176	0.129828	-0.689822	-0.0616997	-0.0669173	-0.154666	0.229056	
20	0.226554	-0.0660027	-0.025	0.214571	0.383681	-0.0524891	0.11857	-0.105854	0.0641255	0.109778	-0.699391	-0.0621506	-0.0573935	-0.154566	0.228706	
21	0.216545	-0.0761141	-0.035	0.20457	0.363608	-0.0625252	0.138594	-0.105854	0.0541215	0.0997775	-0.719432	-0.0621506	-0.0473685	-0.134564	0.238718	
22	0.206536	-0.0660027	-0.015	0.194569	0.363608	-0.0524891	0.11857	-0.0956685	0.0341136	0.109778	-0.729453	-0.0521304	-0.0573935	-0.134564	0.24873	
23	0.156791	-0.00427207	-0.045	0.154465	0.312825	-0.0418508	0.108207	-0.0739223	0.0139055	0.0697266	-0.789124	0.00754027	-0.0478697	-0.134464	0.258392	
24	0.101291	0.0295257	-0.04	0.129613	0.228422	-0.0477721	0.0937145	-0.0199639	-0.000800375	0.0348007	-0.874974	0.0332673	-0.0320802	-0.0796084	0.20385	
25	0.0509459	-0.00187063	-0.01	0.0597059	0.158772	-0.0584103	0.0640281	-0.000967669	0.00940378	-0.0151504	-0.945567	0.0136777	-0.0215539	-0.0597064	0.144126	
26	0.0212191	-0.0109204	0	0.029603	0.128061	-0.047772	0.0536655	0.0105931	-0.000800375	-0.035201	-0.975177	0.0232471	-0.0120301	-0.0396043	0.123751	
27	0.0163647	-0.0154453	0.005	0.0245524	0.122742	-0.0424528	0.0584964	0.00618779	0.00410164	-0.0402262	-0.979962	0.0280318	-0.00726818	-0.0345538	0.11857	
28	0.00120107	-0.000808946	0.01	0.00960085	0.107989	-0.0377358	0.07369	0.000407441	0.00920371	-0.0452013	-0.995218	0.0232471	-0.00200502	-0.0196023	0.103727	
29	0.00120107	-0.0109204	0.01	-0.000400161	0.107989	-0.0377358	0.07369	-0.00977819	0.0192077	-0.0552015	-0.995218	0.0132268	-0.0120301	-0.0196022	0.103727	
