0	0.420384	0.0402259	0.0263737	0.00410155	0.0528823	0.00140907	-0.0145514	-0.0241096	0.0388993	-0.0616508	-0.0674185	0.0774021	0.00865539	-0.0278	-0.0259593	0.0302256	0.0402259	0.0202254	-0.124563	-0.0626645	-0.0202256	-0.00977535	0.0106774	0.0502261	-0.0659264	0.0232373	-0.0832767	0.014405	-0.0368588	-0.0354537	-0.0541217	-0.0184476	0.0132213	-0.140186	-0.0184476	0.00710495	0.0532854	0.0941379	0.0254526	0.00365329	-0.0106774	0.0120494	-0.0421101	-0.0202256	0.121724	
1	0.679384	-0.0648017	-0.0288259	0.109244	0.138346	-0.0837359	-0.0996102	-0.0692278	0.0140087	0.0236288	-0.192481	0.132962	0.0736713	-0.032517	-0.0415752	0.0252005	-0.00480017	0.0752017	-0.049605	0.0730209	-0.0252007	0.0652015	-0.0744167	-0.0148004	-0.0108044	-0.0616986	-0.0277172	-0.00121089	-0.00160253	-0.0304033	-0.0692277	-0.0336412	0.0384617	-0.164937	-0.0837027	0.0325374	0.0484777	0.109244	-0.0196021	-0.061255	-0.0156035	-0.0533079	-0.0368743	-0.0252007	0.166604	
2	0.799827	-0.0447512	-0.0585525	0.0990399	0.117794	-0.114734	-0.0695073	-0.0190076	0.0137586	0.0132662	-0.213033	0.142352	0.114734	-0.0431553	-0.0204344	-0.00475018	-0.114753	0.0652515	-0.0195019	0.10256	-0.0452513	0.0652515	-0.0942712	-0.074752	-0.00100037	-0.0921475	-0.02837	0.0401119	0.0180289	-0.0805085	-0.0490196	-0.0332908	0.008013	-0.125518	-0.0433031	0.0419272	0.0681091	0.0790316	-0.0695072	-0.0915823	-0.0757671	-0.102958	0.0227961	-0.0452512	0.166955	
3	0.852651	-0.0096253	-0.0628064	0.103542	0.0914787	-0.0613933	-0.0742577	-0.0635255	0.0281426	-0.0326652	-0.199248	0.105571	0.141908	-0.0797873	-0.0735386	-0.0396261	-0.149628	0.0103752	0.0157516	0.126257	-0.0403761	0.0403759	-0.118902	-0.0596266	-0.0065026	-0.108173	-0.0450654	0.0677362	-0.0180288	-0.0957601	-0.0335135	-0.0874823	-0.0180286	-0.0723357	-0.0274087	0.0453165	0.0320514	0.0635254	-0.104261	-0.107346	-0.0411342	-0.0968207	0.0166587	-0.0403761	0.162824	
4	0.864939	0.0255006	-0.0870782	0.138055	0.0852131	-0.0281803	-0.0990102	-0.0680273	0.0325203	-0.0185229	-0.195489	0.098918	0.148954	-0.0461661	-0.0660965	-0.0545015	-0.184504	0.00550007	0.0310031	0.119863	-0.0555015	0.0255006	-0.123528	-0.0645017	-0.0020008	-0.124199	-0.0416761	0.0751783	0.00600966	-0.101011	-0.00800319	-0.0816001	-0.0340543	-0.0594816	-0.041551	0.0587483	-0.0140223	0.0680272	-0.129013	-0.153138	-0.0465104	-0.0606226	-0.00951922	-0.035501	0.158694	
5	0.915609	0.0555013	-0.0870783	0.128051	0.0952381	-0.0281804	-0.0690072	-0.0680272	0.0225141	-0.0185228	-0.195489	0.0587482	0.11876	-0.03613	-0.0560054	-0.0445012	-0.184504	0.0055	0.051005	0.109832	-0.0455012	-0.00450019	-0.113526	-0.0445012	-0.00200078	-0.114183	-0.0718033	0.0549963	0.00600967	-0.0610064	0.00200077	-0.041551	-0.0340543	-0.0494	-0.0515632	0.0687908	-0.0240383	0.0480192	-0.179018	-0.13312	-0.0465104	-0.0305618	-0.00951925	-0.0455013	0.128657	
6	0.930228	0.0605264	-0.0819236	0.112945	0.1	-0.0134862	-0.0739577	-0.0729292	0.0173859	-0.00367956	-0.180702	0.0534006	0.104066	-0.031413	-0.0504806	-0.0394761	-0.179479	0.000524887	0.0360536	0.094511	-0.0605267	-0.00947533	-0.108449	-0.0394761	0.00290113	-0.109375	-0.0671085	0.0504302	0.0208334	-0.0560559	0.00710278	-0.0363696	-0.0392626	-0.0448128	-0.0463819	0.0534007	-0.0292466	0.0529211	-0.183969	-0.138274	-0.0415844	-0.0253262	-0.00473461	-0.0405261	0.123826	
7	0.946011	0.045501	-0.0870782	0.0980394	0.0952382	-0.00805145	-0.0890093	-0.0680272	0.0325203	0.0015018	-0.165414	0.0587482	0.0986312	-0.0260939	-0.0459144	-0.0245007	-0.164504	0.00549999	0.0410041	0.0897716	-0.0655018	-0.00450023	-0.103523	-0.0245007	-0.0020008	-0.0941508	-0.0517185	0.0449053	0.0360578	-0.0510054	0.0120047	-0.0315387	-0.0240383	-0.0393183	-0.0515632	0.0487058	-0.0340543	0.0380151	-0.179018	-0.143129	-0.0365082	-0.0305619	0.0105213	-0.0455013	0.108633	
8	0.951661	0.0504761	-0.0822239	0.0931375	0.100501	-0.00261668	-0.0840587	-0.0631252	0.0276423	-0.00332913	-0.160151	0.0540534	0.0931964	-0.0308108	-0.0413482	-0.0195256	-0.169529	0.000474895	0.0459546	0.0950626	-0.0704769	0.000474917	-0.108599	-0.0195256	-0.00690274	-0.0889424	-0.0564134	0.0393805	0.0412662	-0.0459548	0.0169066	-0.0267077	-0.028846	-0.0338239	-0.0567446	0.0540535	-0.028846	0.0331132	-0.174068	-0.137974	-0.0414343	-0.0257772	0.0157569	-0.0504764	0.103451	
9	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
10	0.951661	0.0504761	-0.0822239	0.0931375	0.100501	-0.00261668	-0.0840587	-0.0631252	0.0276423	-0.00332913	-0.160151	0.0540534	0.0931964	-0.0308108	-0.0413482	-0.0195256	-0.169529	0.000474895	0.0459546	0.0950626	-0.0704769	0.000474917	-0.108599	-0.0195256	-0.00690274	-0.0889424	-0.0564134	0.0393805	0.0412662	-0.0459548	0.0169066	-0.0267077	-0.028846	-0.0338239	-0.0567446	0.0540535	-0.028846	0.0331132	-0.174068	-0.137974	-0.0414343	-0.0257772	0.0157569	-0.0504764	0.103451	
11	0.947177	0.0554513	-0.0873785	0.0982395	0.105764	-0.0072463	-0.0791082	-0.0682273	0.0327705	-0.00816004	-0.154887	0.0493585	0.0877616	-0.0355278	-0.036782	-0.0245507	-0.174554	-0.00455022	0.0409041	0.0903233	-0.0654518	0.00545006	-0.113676	-0.0245507	-0.0018007	-0.083734	-0.0510658	0.0439467	0.0364585	-0.0409043	0.0118046	-0.0318891	-0.0236376	-0.0283294	-0.0619259	0.0493586	-0.0236376	0.0382152	-0.179118	-0.142828	-0.0363582	-0.0209925	0.0109722	-0.0454513	0.0982701	
12	0.951661	0.0504761	-0.0822239	0.0931375	0.100501	-0.00261668	-0.0840587	-0.0631252	0.0276423	-0.00332913	-0.160151	0.0540534	0.0931964	-0.0308108	-0.0413482	-0.0195256	-0.169529	0.000474895	0.0459546	0.0950626	-0.0704769	0.000474917	-0.108599	-0.0195256	-0.00690274	-0.0889424	-0.0564134	0.0393805	0.0412662	-0.0459548	0.0169066	-0.0267077	-0.028846	-0.0338239	-0.0567446	0.0540535	-0.028846	0.0331132	-0.174068	-0.137974	-0.0414343	-0.0257772	0.0157569	-0.0504764	0.103451	
13	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
14	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
15	0.942693	0.0604264	-0.0825241	0.103342	0.101003	-0.0118759	-0.0841587	-0.0533213	0.0178862	-0.0029787	-0.159649	0.0647486	0.102456	-0.0402448	-0.0322158	-0.0195756	-0.179579	0.0104251	0.0458546	0.0956143	-0.0604267	-0.00957536	-0.118752	-0.0195755	-0.0167067	-0.0985578	-0.065803	0.0283307	0.0416668	-0.0358538	0.0167066	-0.0370704	-0.0284453	-0.0429981	-0.057095	0.0547062	-0.0284453	0.0433173	-0.184169	-0.137674	-0.0412843	-0.0162078	0.0162078	-0.0504264	0.103101	
16	0.942693	0.0504261	-0.0725151	0.103342	0.111028	-0.0118759	-0.0841587	-0.0533213	0.0278924	-0.0029787	-0.169674	0.0547061	0.102456	-0.0402448	-0.0322158	-0.0295758	-0.169579	0.000424905	0.0458546	0.105645	-0.0704269	0.000424928	-0.118752	-0.0195755	-0.00670266	-0.0985578	-0.065803	0.0384218	0.0316508	-0.0358538	0.00670257	-0.0370704	-0.0284453	-0.0429981	-0.0470827	0.0647487	-0.0184293	0.0333133	-0.174168	-0.127665	-0.031282	-0.0262281	0.0162078	-0.0404262	0.103101	
17	0.951661	0.0504761	-0.0822239	0.0931375	0.100501	-0.00261668	-0.0840587	-0.0631252	0.0276423	-0.00332913	-0.160151	0.0540534	0.0931964	-0.0308108	-0.0413482	-0.0195256	-0.169529	0.000474895	0.0459546	0.0950626	-0.0704769	0.000474917	-0.108599	-0.0195256	-0.00690274	-0.0889424	-0.0564134	0.0393805	0.0412662	-0.0459548	0.0169066	-0.0267077	-0.028846	-0.0338239	-0.0567446	0.0540535	-0.028846	0.0331132	-0.174068	-0.137974	-0.0414343	-0.0257772	0.0157569	-0.0504764	0.103451	
18	0.942693	0.0604264	-0.0825241	0.103342	0.101003	-0.0118759	-0.0841587	-0.0533213	0.0178862	-0.0029787	-0.159649	0.0647486	0.102456	-0.0402448	-0.0322158	-0.0195756	-0.179579	0.0104251	0.0458546	0.0956143	-0.0604267	-0.00957536	-0.118752	-0.0195755	-0.0167067	-0.0985578	-0.065803	0.0283307	0.0416668	-0.0358538	0.0167066	-0.0370704	-0.0284453	-0.0429981	-0.057095	0.0547062	-0.0284453	0.0433173	-0.184169	-0.137674	-0.0412843	-0.0162078	0.0162078	-0.0504264	0.103101	
19	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
20	0.951661	0.0504761	-0.0822239	0.0931375	0.100501	-0.00261668	-0.0840587	-0.0631252	0.0276423	-0.00332913	-0.160151	0.0540534	0.0931964	-0.0308108	-0.0413482	-0.0195256	-0.169529	0.000474895	0.0459546	0.0950626	-0.0704769	0.000474917	-0.108599	-0.0195256	-0.00690274	-0.0889424	-0.0564134	0.0393805	0.0412662	-0.0459548	0.0169066	-0.0267077	-0.028846	-0.0338239	-0.0567446	0.0540535	-0.028846	0.0331132	-0.174068	-0.137974	-0.0414343	-0.0257772	0.0157569	-0.0504764	0.103451	
21	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
22	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
23	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
24	0.951661	0.0504761	-0.0822239	0.0931375	0.100501	-0.00261668	-0.0840587	-0.0631252	0.0276423	-0.00332913	-0.160151	0.0540534	0.0931964	-0.0308108	-0.0413482	-0.0195256	-0.169529	0.000474895	0.0459546	0.0950626	-0.0704769	0.000474917	-0.108599	-0.0195256	-0.00690274	-0.0889424	-0.0564134	0.0393805	0.0412662	-0.0459548	0.0169066	-0.0267077	-0.028846	-0.0338239	-0.0567446	0.0540535	-0.028846	0.0331132	-0.174068	-0.137974	-0.0414343	-0.0257772	0.0157569	-0.0504764	0.103451	
25	0.951661	0.0504761	-0.0822239	0.0931375	0.100501	-0.00261668	-0.0840587	-0.0631252	0.0276423	-0.00332913	-0.160151	0.0540534	0.0931964	-0.0308108	-0.0413482	-0.0195256	-0.169529	0.000474895	0.0459546	0.0950626	-0.0704769	0.000474917	-0.108599	-0.0195256	-0.00690274	-0.0889424	-0.0564134	0.0393805	0.0412662	-0.0459548	0.0169066	-0.0267077	-0.028846	-0.0338239	-0.0567446	0.0540535	-0.028846	0.0331132	-0.174068	-0.137974	-0.0414343	-0.0257772	0.0157569	-0.0504764	0.103451	
26	0.947177	0.0554513	-0.0873785	0.0982395	0.0957394	-0.0072463	-0.0891093	-0.0582233	0.0227642	-0.00816004	-0.154887	0.059401	0.0978261	-0.0355278	-0.036782	-0.0145504	-0.174554	0.00545001	0.0509051	0.0903233	-0.0654518	-0.00455022	-0.113676	-0.0145504	-0.0118047	-0.0937501	-0.0611082	0.0338556	0.0464745	-0.0409043	0.0218086	-0.0318891	-0.0236376	-0.038411	-0.0619259	0.0493586	-0.0336537	0.0382152	-0.179118	-0.142828	-0.0463604	-0.0209925	0.0209925	-0.0554515	0.0982701	
